Cycle_ID,Year,Period,Event_Name,Cycle_Type,Region,Civilization,Impact_Level,Duration_Years,Source_Reliability,Primary_Angle_Events,Earth_Tilt_Events,Total_Critical_Events,Nearest_GC_Distance,Within_GC_Influence,Enhanced_Score,Perfect_Alignment,Jupiter_Position,Saturn_Position,Mars_Position,Venus_Position,Mercury_Position
119,898,1,Islamic_Caliphate_Dynastic_Change_898_CE,Dynastic_Change,Islamic_Caliphate,Islamic_Caliphate_Civilization,Moderate,14,High,0,1,5,9.840000000000146,False,200,False,29.74704890387511,231.86440677965948,298.7234042553173,209.0322580644861,120.0
120,910,1,Crusader_States_Religious_Reform_910_CE,Religious_Reform,Crusader_States,Crusader_States_Civilization,Significant,4,High,0,0,0,2.1599999999998545,True,100,False,33.99662731871649,18.305084745763452,76.59574468084611,336.77419354836456,120.0
121,923,1,Mesopotamia_Political_Religious_923_CE,Political_Religious,Mesopotamia,Islamic_Caliphate,Significant,8,Medium,0,1,1,4.7000000000000455,False,100,False,68.60033726812617,176.94915254237458,45.957446808490204,325.16129032266326,180.0
122,936,1,Levant_Economic_Trade_936_CE,Economic_Trade,Levant,Levant_Civilization,Major,21,High,0,1,1,8.299999999999955,False,100,False,103.20404721753948,335.59322033898206,15.319148936163401,313.54838709672913,239.99999999976717
123,948,1,Anatolia_Military_Conquest_948_CE,Military_Conquest,Anatolia,Anatolia_Civilization,Major,4,Medium,1,0,1,0.44000000000005457,True,225,True,107.45362563237359,122.03389830508604,153.19148936169222,81.29032258060761,239.99999999976717
124,961,1,Egypt_Cultural_Religious_961_CE,Cultural_Religious,Egypt,Islamic_Egypt,Major,12,High,0,0,0,6.420000000000073,False,0,False,142.0573355817869,280.67796610169535,122.55319148936542,69.6774193549063,300.0
125,973,1,Greece_Dynastic_Change_973_CE,Dynastic_Change,Greece,Byzantine_Greece,Major,20,Medium,0,0,0,5.579999999999927,False,0,False,146.30691399662464,67.1186440677975,260.42553191486513,197.41935483866837,300.0
126,986,1,Rome_Religious_Reform_986_CE,Religious_Reform,Rome,Byzantine_Empire,Significant,21,High,0,0,1,1.2799999999999727,True,125,False,180.91062394603432,225.76271186440863,229.78723404256743,185.80645161285065,0.0
127,998,1,Persia_Political_Religious_998_CE,Political_Religious,Persia,Persia_Civilization,Significant,1,High,0,0,0,9.139999999999986,False,0,False,185.1602023608757,12.203389830508968,7.659574468067149,313.54838709672913,0.0
128,1011,1,Byzantine_Economic_Trade_1011_CE,Economic_Trade,Byzantine,Byzantine_Civilization,Significant,6,Medium,0,0,1,3.8600000000000136,False,25,False,219.76391231028538,170.8474576271201,337.02127659571124,301.9354838709114,59.99999999976717
129,1024,1,Islamic_Caliphate_Military_Conquest_1024_CE,Military_Conquest,Islamic_Caliphate,Islamic_Caliphate_Civilization,Significant,18,High,0,1,2,3.0,True,225,False,254.3676222596987,329.4915254237294,306.38297872341354,290.3225806450937,120.0
130,1036,1,Crusader_States_Cultural_Religious_1036_CE,Cultural_Religious,Crusader_States,Crusader_States_Civilization,Major,8,Medium,1,0,2,9.0,False,150,False,258.6172006745328,115.93220338983156,84.25531914891326,58.06451612908859,120.0
131,1049,1,Mesopotamia_Dynastic_Change_1049_CE,Dynastic_Change,Mesopotamia,Islamic_Caliphate,Significant,11,High,0,0,1,2.1399999999998727,True,125,False,293.2209106239461,274.57627118644086,53.617021276586456,46.451612903154455,180.0
132,1061,1,Levant_Religious_Reform_1061_CE,Religious_Reform,Levant,Levant_Civilization,Significant,1,High,0,0,0,5.720000000000027,False,0,False,297.47048903878385,61.01694915254302,191.48936170211527,174.19354838714935,180.0
133,1074,1,Anatolia_Political_Religious_1074_CE,Political_Religious,Anatolia,Anatolia_Civilization,Major,20,Medium,0,0,0,7.279999999999973,False,0,False,332.07419898819353,219.66101694915233,160.85106382978847,162.58064516133163,240.0
134,1087,2,Byzantine_Political_Religious_1087_CE,Political_Religious,Byzantine,Byzantine_Civilization,Major,16,High,0,0,0,0.42000000000007276,True,100,False,6.677908937603206,18.305084745761633,130.21276595743257,150.9677419355139,300.0
135,1096,2,Islamic_World_Economic_Trade_1096_CE,Economic_Trade,Islamic_World,Islamic_World_Civilization,Significant,9,High,0,0,0,9.420000000000073,False,0,False,279.8650927487324,128.1355932203387,53.617021276586456,336.77419354836456,120.0
136,1105,2,Crusader_States_Military_Conquest_1105_CE,Military_Conquest,Crusader_States,Crusader_States_Civilization,Significant,8,High,0,0,1,1.4400000000000546,True,125,False,193.05227655986164,237.96610169491578,337.02127659574035,162.58064516133163,300.0
137,1114,2,Italian_States_Cultural_Religious_1114_CE,Cultural_Religious,Italian_States,Italian_States_Civilization,Significant,24,High,0,0,0,7.559999999999945,False,0,False,106.23946037099086,347.79661016949103,260.42553191486513,348.3870967741823,120.0
138,1123,2,Holy_Roman_Empire_Dynastic_Change_1123_CE,Dynastic_Change,Holy_Roman_Empire,Holy_Roman_Empire_Civilization,Major,5,High,0,0,0,3.300000000000182,False,0,False,19.42664418212371,97.6271186440681,183.82978723404813,174.19354838709114,300.0
139,1132,2,France_Religious_Reform_1132_CE,Religious_Reform,France,France_Civilization,Significant,21,High,0,0,1,5.699999999999818,False,25,False,292.6138279932529,207.45762711864336,107.23404255317291,0.0,120.0
140,1141,2,England_Colonial_Expansion_1141_CE,Colonial_Expansion,England,England_Civilization,Significant,24,Medium,0,0,1,5.160000000000082,False,25,False,205.80101180438214,317.28813559322043,30.638297872326802,185.80645161290886,300.0
141,1150,2,Spain_Industrial_Revolution_1150_CE,Industrial_Revolution,Spain,Spain_Civilization,Major,9,High,0,0,0,3.839999999999918,False,0,False,118.98819561551136,67.11864406779569,314.0425531914807,11.612903225817718,120.0
142,1159,2,Ottoman_Empire_Nationalist_Movement_1159_CE,Nationalist_Movement,Ottoman_Empire,Ottoman_Empire_Civilization,Moderate,4,Medium,0,0,1,7.019999999999982,False,25,False,32.175379426640575,176.94915254237276,237.44680851060548,197.41935483866837,300.0
143,1168,2,Habsburg_Empire_Political_Religious_1168_CE,Political_Religious,Habsburg_Empire,Habsburg_Empire_Civilization,Significant,8,High,0,0,0,1.9800000000000182,True,100,False,305.36256323777343,286.77966101694983,160.85106382978847,23.225806451577228,120.0
144,1177,2,Russian_Empire_Economic_Trade_1177_CE,Economic_Trade,Russian_Empire,Russian_Empire_Civilization,Moderate,1,High,0,0,1,8.88000000000011,False,25,False,218.54974704890265,36.610169491525085,84.25531914891326,209.0322580644861,300.0
145,1187,2,Modern_Europe_Military_Conquest_1187_CE,Military_Conquest,Modern_Europe,Modern_Europe_Civilization,Major,14,High,0,0,0,1.1199999999998909,True,100,False,162.0910623946038,158.64406779661113,199.14893617021153,255.48387096775696,180.0
146,1196,2,Byzantine_Cultural_Religious_1196_CE,Cultural_Religious,Byzantine,Byzantine_Civilization,Major,17,High,0,0,0,9.740000000000009,False,0,False,75.27824620573301,268.4745762711864,122.55319148936542,81.29032258066582,0.0
147,1205,2,Islamic_World_Dynastic_Change_1205_CE,Dynastic_Change,Islamic_World,Islamic_World_Civilization,Moderate,4,High,1,0,2,0.7400000000000091,True,250,True,348.46543001686223,18.305084745761633,45.957446808490204,267.0967741935747,180.0
148,1214,2,Crusader_States_Religious_Reform_1214_CE,Religious_Reform,Crusader_States,Crusader_States_Civilization,Significant,13,High,0,0,2,8.259999999999991,False,50,False,261.65261382799144,128.1355932203387,329.3617021276732,92.90322580642533,0.0
149,1223,2,Italian_States_Colonial_Expansion_1223_CE,Colonial_Expansion,Italian_States,Italian_States_Civilization,Significant,14,High,1,0,1,2.599999999999909,True,225,True,174.8397976391243,237.96610169491578,252.76595744679798,278.7096774193342,180.0
150,1232,2,Holy_Roman_Empire_Industrial_Revolution_1232_CE,Industrial_Revolution,Holy_Roman_Empire,Holy_Roman_Empire_Civilization,Moderate,17,Medium,0,0,0,6.400000000000091,False,0,False,88.02698145025352,347.79661016949103,176.17021276595187,104.51612903224304,0.0
151,1241,2,France_Nationalist_Movement_1241_CE,Nationalist_Movement,France,France_Civilization,Major,19,High,0,0,0,4.460000000000036,False,0,False,1.2141652613827318,97.6271186440681,99.57446808510576,290.3225806451519,180.0
152,1250,2,England_Political_Religious_1250_CE,Political_Religious,England,England_Civilization,Significant,6,High,0,1,1,4.539999999999964,False,100,False,274.40134907251195,207.45762711864336,22.97872340423055,116.12903225806076,0.0
153,1259,2,Spain_Economic_Trade_1259_CE,Economic_Trade,Spain,Spain_Civilization,Moderate,11,Medium,0,0,0,6.320000000000164,False,0,False,187.58853288364116,317.28813559322043,306.38297872341354,301.9354838709114,180.0
154,1268,2,Ottoman_Empire_Military_Conquest_1268_CE,Military_Conquest,Ottoman_Empire,Ottoman_Empire_Civilization,Major,23,High,1,0,2,2.6799999999998363,True,250,True,100.77571669477038,67.11864406779569,229.78723404253833,127.74193548382027,0.0
155,1278,2,Habsburg_Empire_Cultural_Religious_1278_CE,Cultural_Religious,Habsburg_Empire,Habsburg_Empire_Civilization,Major,1,High,0,0,1,7.180000000000064,False,25,False,44.31703204047153,189.15254237288173,344.6808510638075,174.19354838709114,240.0
156,1287,2,Russian_Empire_Dynastic_Change_1287_CE,Dynastic_Change,Russian_Empire,Russian_Empire_Civilization,Moderate,2,Medium,0,0,2,1.8199999999999363,True,150,False,317.50421585160075,298.983050847457,268.0851063829905,0.0,60.0
157,1296,2,Modern_Europe_Religious_Reform_1296_CE,Religious_Reform,Modern_Europe,Modern_Europe_Civilization,Major,2,High,0,0,0,9.039999999999964,False,0,False,230.69139966272996,48.81355932203405,191.48936170211527,185.80645161290886,240.0
158,1305,2,Byzantine_Colonial_Expansion_1305_CE,Colonial_Expansion,Byzantine,Byzantine_Civilization,Major,24,Medium,0,0,0,0.03999999999996362,True,100,False,143.87858347385918,158.64406779661113,114.89361702126916,11.612903225817718,60.0
159,1314,2,Islamic_World_Industrial_Revolution_1314_CE,Industrial_Revolution,Islamic_World,Islamic_World_Civilization,Moderate,16,High,1,0,1,8.960000000000036,False,125,False,57.065767284992035,268.4745762711864,38.297872340423055,197.41935483866837,240.0
160,1323,2,Crusader_States_Nationalist_Movement_1323_CE,Nationalist_Movement,Crusader_States,Crusader_States_Civilization,Major,1,High,0,0,2,1.900000000000091,True,150,False,330.25295109612125,18.305084745761633,321.7021276595624,23.225806451577228,60.0
161,1332,2,Italian_States_Political_Religious_1332_CE,Political_Religious,Italian_States,Italian_States_Civilization,Significant,12,Medium,0,0,2,7.099999999999909,False,50,False,243.44013490725047,128.1355932203387,245.10638297871628,209.0322580644861,240.0
162,1341,2,Holy_Roman_Empire_Economic_Trade_1341_CE,Economic_Trade,Holy_Roman_Empire,Holy_Roman_Empire_Civilization,Major,2,High,1,1,2,3.759999999999991,False,225,False,156.62731871837968,237.96610169491578,168.51063829785562,34.838709677394945,60.0
163,1350,2,France_Military_Conquest_1350_CE,Military_Conquest,France,France_Civilization,Major,21,High,0,1,1,5.240000000000009,False,100,False,69.81450252951254,347.79661016949103,91.91489361702406,220.6451612903038,240.0
164,1359,2,England_Cultural_Religious_1359_CE,Cultural_Religious,England,England_Civilization,Major,21,High,0,0,0,5.619999999999891,False,0,False,343.00168634064175,97.6271186440672,15.319148936163401,46.451612903154455,60.0
165,1369,2,Spain_Dynastic_Change_1369_CE,Dynastic_Change,Spain,Spain_Civilization,Major,5,High,0,0,1,4.380000000000109,False,25,False,286.54300168633927,219.66101694915233,130.21276595743257,92.90322580642533,299.9999999998836
166,1378,2,Ottoman_Empire_Religious_Reform_1378_CE,Religious_Reform,Ottoman_Empire,Ottoman_Empire_Civilization,Major,2,High,0,0,0,6.480000000000018,False,0,False,199.73018549746848,329.4915254237285,53.617021276586456,278.7096774193342,119.99999999988358
167,1387,2,Habsburg_Empire_Colonial_Expansion_1387_CE,Colonial_Expansion,Habsburg_Empire,Habsburg_Empire_Civilization,Major,9,Medium,1,1,2,2.519999999999982,True,325,True,112.9173693085977,79.32203389830556,337.02127659574035,104.51612903224304,299.9999999998836
168,1396,2,Russian_Empire_Industrial_Revolution_1396_CE,Industrial_Revolution,Russian_Empire,Russian_Empire_Civilization,Significant,16,High,0,0,1,8.340000000000146,False,25,False,26.104553119730554,189.15254237288173,260.4255319148797,290.3225806451519,119.99999999988358
169,1405,2,Modern_Europe_Nationalist_Movement_1405_CE,Nationalist_Movement,Modern_Europe,Modern_Europe_Civilization,Significant,21,High,0,0,0,0.6599999999998545,True,100,False,299.29173693085977,298.983050847457,183.82978723403357,116.12903225806076,299.9999999998836
170,1414,2,Byzantine_Political_Religious_1414_CE,Political_Religious,Byzantine,Byzantine_Civilization,Significant,13,Low,0,0,1,9.659999999999854,False,25,False,212.478920741989,48.81355932203405,107.23404255317291,301.9354838709696,119.99999999988358
171,1423,2,Islamic_World_Economic_Trade_1423_CE,Economic_Trade,Islamic_World,Islamic_World_Civilization,Major,22,High,0,0,2,1.2000000000000455,True,150,False,125.6661045531182,158.64406779661022,30.638297872341354,127.74193548387848,299.9999999998836
172,1432,2,Crusader_States_Military_Conquest_1432_CE,Military_Conquest,Crusader_States,Crusader_States_Civilization,Major,6,High,0,0,0,7.7999999999999545,False,0,False,38.85328836424742,268.4745762711873,314.0425531914807,313.54838709678734,119.99999999988358
173,1441,2,Italian_States_Cultural_Religious_1441_CE,Cultural_Religious,Italian_States,Italian_States_Civilization,Significant,11,High,0,0,0,3.0599999999999454,False,0,False,312.0404721753803,18.305084745762542,237.44680851063458,139.3548387096962,299.9999999998836
174,1450,2,Holy_Roman_Empire_Dynastic_Change_1450_CE,Dynastic_Change,Holy_Roman_Empire,Holy_Roman_Empire_Civilization,Major,2,Medium,0,0,0,5.940000000000055,False,0,False,225.2276559865095,128.1355932203387,160.85106382977392,325.16129032254685,119.99999999988358
175,1459,2,France_Religious_Reform_1459_CE,Religious_Reform,France,France_Civilization,Significant,11,High,0,0,0,4.920000000000073,False,0,False,138.4148397976387,237.96610169491578,84.25531914894236,150.9677419354557,299.9999999998836
176,1469,2,England_Colonial_Expansion_1469_CE,Colonial_Expansion,England,England_Civilization,Moderate,18,Low,0,0,1,5.079999999999927,False,25,False,81.95615514333622,0.0,199.14893617019698,197.41935483866837,180.0
177,1478,2,Spain_Industrial_Revolution_1478_CE,Industrial_Revolution,Spain,Spain_Civilization,Major,11,High,1,1,2,5.779999999999973,False,225,False,355.14333895446725,109.83050847457707,122.55319148936542,23.225806451577228,0.0
178,1487,2,Ottoman_Empire_Nationalist_Movement_1487_CE,Nationalist_Movement,Ottoman_Empire,Ottoman_Empire_Civilization,Major,11,Medium,0,0,2,3.2200000000000273,False,50,False,268.33052276559647,219.66101694915233,45.957446808504756,209.0322580645443,180.0
179,1496,2,Habsburg_Empire_Political_Religious_1496_CE,Political_Religious,Habsburg_Empire,Habsburg_Empire_Civilization,Significant,7,Medium,0,0,2,7.639999999999873,False,50,False,181.5177065767275,329.4915254237285,329.36170212765865,34.83870967745315,0.0
180,1505,2,Russian_Empire_Economic_Trade_1505_CE,Economic_Trade,Russian_Empire,Russian_Empire_Civilization,Major,23,Medium,0,0,0,1.3600000000001273,True,100,False,94.70489038785672,79.32203389830556,252.76595744679798,220.6451612903038,180.0
181,1514,2,Modern_Europe_Military_Conquest_1514_CE,Military_Conquest,Modern_Europe,Modern_Europe_Civilization,Significant,24,High,0,0,0,9.5,False,0,False,7.892074198987757,189.15254237288173,176.17021276596643,46.45161290321266,0.0
182,1523,2,Byzantine_Cultural_Religious_1523_CE,Cultural_Religious,Byzantine,Byzantine_Civilization,Significant,13,High,0,0,0,0.5,True,100,False,281.079258010117,298.983050847457,99.57446808510576,232.25806451612152,180.0
183,1532,2,Islamic_World_Dynastic_Change_1532_CE,Dynastic_Change,Islamic_World,Islamic_World_Civilization,Significant,20,Medium,1,1,3,8.5,False,250,False,194.2664418212462,48.81355932203405,22.978723404245102,58.06451612903038,0.0
184,1541,2,Crusader_States_Religious_Reform_1541_CE,Religious_Reform,Crusader_States,Crusader_States_Civilization,Significant,10,High,0,0,0,2.3600000000001273,True,100,False,107.45362563237722,158.64406779661022,306.382978723399,243.87096774193924,180.0
185,1550,2,Italian_States_Colonial_Expansion_1550_CE,Colonial_Expansion,Italian_States,Italian_States_Civilization,Significant,15,High,0,0,0,6.639999999999873,False,0,False,20.64080944350644,268.4745762711864,229.78723404255288,69.6774193548481,0.0
186,1560,2,Holy_Roman_Empire_Industrial_Revolution_1560_CE,Industrial_Revolution,Holy_Roman_Empire,Holy_Roman_Empire_Civilization,Significant,18,High,0,0,0,3.2200000000000273,False,0,False,324.1821247892076,30.50847457627151,344.6808510638366,116.12903225808986,240.0
187,1569,2,France_Nationalist_Movement_1569_CE,Nationalist_Movement,France,France_Civilization,Significant,4,High,0,0,1,5.779999999999973,False,25,False,237.3693086003368,140.33898305084767,268.08510638297594,301.9354838709696,60.0
188,1578,2,England_Political_Religious_1578_CE,Political_Religious,England,England_Civilization,Significant,9,High,0,1,2,5.079999999999927,False,125,False,150.55649241146784,250.16949152542384,191.48936170211527,127.74193548387848,240.0
189,1587,2,Spain_Economic_Trade_1587_CE,Economic_Trade,Spain,Spain_Civilization,Significant,24,Low,0,0,1,3.9200000000000728,False,25,False,63.74367622259524,0.0,114.89361702126916,313.54838709678734,60.0
190,1596,2,Ottoman_Empire_Military_Conquest_1596_CE,Military_Conquest,Ottoman_Empire,Ottoman_Empire_Civilization,Major,21,High,0,0,1,6.940000000000055,False,25,False,336.93086003372446,109.83050847457616,38.297872340423055,139.3548387096671,240.0
191,1605,2,Habsburg_Empire_Cultural_Religious_1605_CE,Cultural_Religious,Habsburg_Empire,Habsburg_Empire_Civilization,Significant,18,Low,0,0,1,2.0599999999999454,True,125,False,250.1180438448555,219.66101694915233,321.70212765957695,325.16129032257595,60.0
192,1614,2,Russian_Empire_Dynastic_Change_1614_CE,Dynastic_Change,Russian_Empire,Russian_Empire_Civilization,Major,2,Low,0,0,2,8.799999999999955,False,50,False,163.3052276559847,329.4915254237285,245.10638297871628,150.9677419354557,240.0
193,1623,2,Modern_Europe_Religious_Reform_1623_CE,Religious_Reform,Modern_Europe,Modern_Europe_Civilization,Moderate,10,High,0,0,1,0.20000000000004547,True,125,False,76.49241146711574,79.32203389830556,168.51063829787017,336.77419354836456,60.0
194,1632,2,Byzantine_Colonial_Expansion_1632_CE,Colonial_Expansion,Byzantine,Byzantine_Civilization,Significant,18,High,1,0,1,9.200000000000045,False,125,False,349.67959527824496,189.15254237288082,91.91489361702406,162.58064516130253,240.0
195,1641,2,Islamic_World_Industrial_Revolution_1641_CE,Industrial_Revolution,Islamic_World,Islamic_World_Civilization,Significant,21,High,1,0,2,1.6600000000000819,True,250,True,262.866779089376,298.9830508474579,15.319148936163401,348.3870967742114,60.0
196,1651,2,Crusader_States_Nationalist_Movement_1651_CE,Nationalist_Movement,Crusader_States,Crusader_States_Civilization,Significant,2,Medium,1,0,1,8.339999999999918,False,125,False,206.40809443507533,61.01694915254211,130.21276595743257,34.83870967742405,300.0
197,1660,2,Italian_States_Political_Religious_1660_CE,Political_Religious,Italian_States,Italian_States_Civilization,Significant,1,High,0,0,0,2.519999999999982,True,100,False,119.59527824620636,170.84745762711918,53.617021276586456,220.6451612903329,120.0
198,1669,2,Holy_Roman_Empire_Economic_Trade_1669_CE,Economic_Trade,Holy_Roman_Empire,Holy_Roman_Empire_Civilization,Significant,9,High,0,0,0,6.480000000000018,False,0,False,32.78246205733376,280.6779661016949,337.02127659574035,46.45161290321266,300.0
199,1678,2,France_Military_Conquest_1678_CE,Military_Conquest,France,France_Civilization,Major,17,High,1,0,2,4.380000000000109,False,150,False,305.9696458684648,30.50847457627151,260.42553191488696,232.25806451612152,120.0
200,1687,2,England_Cultural_Religious_1687_CE,Cultural_Religious,England,England_Civilization,Major,1,Medium,0,0,1,4.619999999999891,False,25,False,219.156829679594,140.33898305084722,183.82978723404085,58.06451612903038,300.0
201,1696,2,Spain_Dynastic_Change_1696_CE,Dynastic_Change,Spain,Spain_Civilization,Significant,1,High,1,1,2,6.240000000000009,False,225,False,132.34401349072505,250.16949152542384,107.23404255318746,243.87096774193924,120.0
202,1705,2,Ottoman_Empire_Religious_Reform_1705_CE,Religious_Reform,Ottoman_Empire,Ottoman_Empire_Civilization,Significant,20,High,0,1,4,2.759999999999991,True,275,False,45.53119730185426,0.0,30.638297872341354,69.6774193548481,300.0
203,1714,2,Habsburg_Empire_Colonial_Expansion_1714_CE,Colonial_Expansion,Habsburg_Empire,Habsburg_Empire_Civilization,Significant,24,High,0,0,0,8.099999999999909,False,0,False,318.7183811129853,109.83050847457616,314.04255319148797,255.48387096772785,120.0
204,1723,2,Russian_Empire_Industrial_Revolution_1723_CE,Industrial_Revolution,Russian_Empire,Russian_Empire_Civilization,Major,6,High,0,0,0,0.900000000000091,True,100,False,231.90556492411451,219.66101694915278,237.44680851064186,81.29032258066582,300.0
205,1732,2,Modern_Europe_Nationalist_Movement_1732_CE,Nationalist_Movement,Modern_Europe,Modern_Europe_Civilization,Significant,5,High,1,1,2,9.900000000000091,False,225,False,145.09274873524464,329.4915254237285,160.8510638297812,267.09677419354557,120.0
206,1741,2,Byzantine_Political_Religious_1741_CE,Political_Religious,Byzantine,Byzantine_Civilization,Significant,23,Medium,1,0,1,0.9600000000000364,True,225,True,58.279932546374766,79.32203389830511,84.25531914892781,92.90322580645443,300.0
207,1751,2,Islamic_World_Economic_Trade_1751_CE,Economic_Trade,Islamic_World,Islamic_World_Civilization,Moderate,19,Medium,0,0,1,9.039999999999964,False,25,False,1.8212478920740978,201.35593220338978,199.14893617021153,139.3548387096671,180.0
208,1760,2,Crusader_States_Military_Conquest_1760_CE,Military_Conquest,Crusader_States,Crusader_States_Civilization,Major,8,High,0,0,1,1.8199999999999363,True,125,False,275.0084317032042,311.1864406779664,122.55319148935814,325.16129032257595,0.0
209,1769,2,Italian_States_Cultural_Religious_1769_CE,Cultural_Religious,Italian_States,Italian_States_Civilization,Significant,21,High,0,0,2,7.180000000000064,False,50,False,188.19561551433435,61.016949152542566,45.95744680851203,150.9677419354848,180.0
210,1778,2,Holy_Roman_Empire_Dynastic_Change_1778_CE,Dynastic_Change,Holy_Roman_Empire,Holy_Roman_Empire_Civilization,Moderate,4,High,0,1,2,3.6800000000000637,False,125,False,101.38279932546357,170.84745762711873,329.36170212765137,336.77419354839367,0.0
211,1787,2,France_Religious_Reform_1787_CE,Religious_Reform,France,France_Civilization,Major,4,High,1,0,2,5.319999999999936,False,150,False,14.569983136592782,280.6779661016949,252.76595744680526,162.58064516128798,180.0
212,1796,2,England_Colonial_Expansion_1796_CE,Colonial_Expansion,England,England_Civilization,Significant,9,High,0,0,2,5.539999999999964,False,50,False,287.7571669477229,30.508474576271055,176.17021276595187,348.3870967741823,0.0
213,1805,2,Spain_Industrial_Revolution_1805_CE,Industrial_Revolution,Spain,Spain_Civilization,Significant,8,Low,1,0,2,3.4600000000000364,False,150,False,200.94435075885303,140.33898305084722,99.57446808510576,174.1935483871057,180.0
214,1814,2,Ottoman_Empire_Nationalist_Movement_1814_CE,Nationalist_Movement,Ottoman_Empire,Ottoman_Empire_Civilization,Significant,18,Medium,0,2,2,7.400000000000091,False,200,False,114.13153456998316,250.16949152542384,22.978723404252378,0.0,0.0
215,1823,2,Habsburg_Empire_Political_Religious_1823_CE,Political_Religious,Habsburg_Empire,Habsburg_Empire_Civilization,Major,19,High,1,0,3,1.599999999999909,True,275,True,27.318718381112376,0.0,306.382978723399,185.8064516128943,180.0
216,1832,2,Russian_Empire_Economic_Trade_1832_CE,Economic_Trade,Russian_Empire,Russian_Empire_Civilization,Significant,8,High,0,0,2,9.259999999999991,False,50,False,300.5059021922425,109.83050847457616,229.78723404254924,11.612903225788614,0.0
217,1842,2,Modern_Europe_Military_Conquest_1842_CE,Military_Conquest,Modern_Europe,Modern_Europe_Civilization,Major,24,High,0,0,0,0.7400000000000091,True,100,False,244.04721753794274,231.86440677966107,344.6808510638293,58.06451612903038,240.0
218,1851,2,Byzantine_Cultural_Religious_1851_CE,Cultural_Religious,Byzantine,Byzantine_Civilization,Significant,5,High,0,1,1,9.740000000000009,False,100,False,157.23440134907196,341.69491525423723,268.08510638297594,243.87096774193924,60.0
219,1860,2,Islamic_World_Dynastic_Change_1860_CE,Dynastic_Change,Islamic_World,Islamic_World_Civilization,Significant,15,High,0,1,1,1.1199999999998909,True,200,False,70.42158516020208,91.52542372881362,191.4893617021262,69.67741935483355,240.0
220,1869,2,Crusader_States_Religious_Reform_1869_CE,Religious_Reform,Crusader_States,Crusader_States_Civilization,Significant,14,High,0,0,0,7.880000000000109,False,0,False,343.6087689713322,201.35593220339,114.89361702127644,255.4838709677424,60.0
221,1878,2,Italian_States_Colonial_Expansion_1878_CE,Colonial_Expansion,Italian_States,Italian_States_Civilization,Major,21,High,0,0,0,2.980000000000018,True,100,False,256.79595278246234,311.1864406779662,38.29787234042669,81.29032258063671,240.0
222,1887,2,Holy_Roman_Empire_Industrial_Revolution_1887_CE,Industrial_Revolution,Holy_Roman_Empire,Holy_Roman_Empire_Civilization,Major,2,High,0,0,0,6.019999999999982,False,0,False,169.98313659359155,61.01694915254234,321.7021276595733,267.09677419354557,60.0
223,1896,2,France_Nationalist_Movement_1896_CE,Nationalist_Movement,France,France_Civilization,Significant,22,Medium,0,0,0,4.839999999999918,False,0,False,83.17032040472168,170.84745762711873,245.10638297872356,92.90322580644715,240.0
224,1905,2,England_Political_Religious_1905_CE,Political_Religious,England,England_Civilization,Significant,24,High,0,0,0,4.160000000000082,False,0,False,356.35750421585135,280.6779661016949,168.5106382978738,278.709677419356,60.0
225,1914,2,Spain_Economic_Trade_1914_CE,Economic_Trade,Spain,Spain_Civilization,Moderate,21,High,0,0,2,6.7000000000000455,False,50,False,269.544688026981,30.508474576271283,91.91489361702043,104.5161290322576,239.99999999998545
226,1923,2,Ottoman_Empire_Military_Conquest_1923_CE,Military_Conquest,Ottoman_Empire,Ottoman_Empire_Civilization,Major,22,Medium,0,0,0,2.2999999999999545,True,100,False,182.73187183811115,140.33898305084745,15.319148936170677,290.32258064516645,59.99999999998545
227,1933,2,Habsburg_Empire_Cultural_Religious_1933_CE,Cultural_Religious,Habsburg_Empire,Habsburg_Empire_Civilization,Moderate,22,High,0,0,1,7.559999999999945,False,25,False,126.27318718381116,262.3728813559321,130.2127659574453,336.7741935483864,300.0
228,1942,2,Russian_Empire_Dynastic_Change_1942_CE,Dynastic_Change,Russian_Empire,Russian_Empire_Civilization,Significant,24,High,1,0,1,1.4400000000000546,True,225,True,39.46037099494083,12.2033898305084,53.61702127659555,162.58064516128798,120.0
229,1951,2,Modern_Europe_Religious_Reform_1951_CE,Religious_Reform,Modern_Europe,Modern_Europe_Civilization,Significant,21,High,0,1,2,9.420000000000073,False,125,False,312.64755480607096,122.03389830508479,337.021276595744,348.3870967741932,300.0
230,1960,2,Byzantine_Colonial_Expansion_1960_CE,Colonial_Expansion,Byzantine,Byzantine_Civilization,Moderate,23,High,0,0,0,0.42000000000007276,True,100,False,225.83473861720063,231.86440677966107,260.4255319148933,174.19354838709842,119.99999999999272
231,1969,2,Islamic_World_Industrial_Revolution_1969_CE,Industrial_Revolution,Islamic_World,Islamic_World_Civilization,Major,2,High,0,0,1,8.579999999999927,False,25,False,139.0219224283304,341.69491525423723,183.82978723404267,0.0,299.9999999999927
232,1978,2,Crusader_States_Nationalist_Movement_1978_CE,Nationalist_Movement,Crusader_States,Crusader_States_Civilization,Major,21,High,1,0,1,2.2799999999999727,True,225,True,52.20910623946031,91.52542372881356,107.2340425531911,185.8064516129034,120.0
233,1987,2,Italian_States_Political_Religious_1987_CE,Political_Religious,Italian_States,Italian_States_Civilization,Moderate,9,High,1,1,3,6.720000000000027,False,250,False,325.3962900505902,201.35593220338984,30.638297872340445,11.612903225805894,300.0
